id,human_readable_id,title,type,description,text_unit_ids,frequency,degree
4b33c7d9-0d87-4151-b0a4-b51575cee2d3,0,ÖSTERREICH,GEOGRAPHIC_AREA,"Austria (ÖSTERREICH) is the national geographic and jurisdictional scope for all described laws, strategies, policies, regulations, metrics, targets, infrastructure, market measures, and cooperative actions concerning photovoltaic (PV) development, PV expansion, energy communities, digitalization, energy policy, research, renewable energy objectives, market participation, innovation, production, education measures, economic value creation, energy market, solar industry participation, reported PV market metrics, deployment potential, sectoral impacts, and energy and climate targets, including acceptance of PV installations, energy system transformation, increased energy sovereignty, and economic effects; Austria is the primary focus for the solar market and clean technology strategies at both national and European levels referenced throughout the source text.","['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'
 '50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72'
 '50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'
 '06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'
 '23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'
 '41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'
 '6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302'
 '2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'
 '4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'
 '7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'
 '9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b'
 'dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'
 '05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'
 '6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a']",16,52
86fa5f94-0db2-4a5f-8d24-d32bb067610b,1,"BUNDESMINISTERIUM FÜR KLIMASCHUTZ, UMWELT, ENERGIE, MOBILITÄT, INNOVATION UND TECHNOLOGIE (BMK)",ORGANIZATION,"The BUNDESMINISTERIUM FÜR KLIMASCHUTZ, UMWELT, ENERGIE, MOBILITÄT, INNOVATION UND TECHNOLOGIE (BMK), also known in English as the Austrian Federal Ministry for Climate Action, Environment, Energy, Mobility, Innovation and Technology, is responsible for climate, environmental, and energy policy, and is referenced as the publisher or commissioner of several policy documents and statistical market reports, including serving as the publisher and initiator of the Austrian Photovoltaic Strategy.","['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'
 '6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a']",2,6
e25cc365-ea6d-4224-b044-cd26e3df9e41,2,LEONORE GEWESSLER,STAKEHOLDER,"Leonore Gewessler is identified as the Austrian Federal Minister responsible for BMK, a relevant policy stakeholder in the Austrian photovoltaic strategy process.",['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],1,1
8f0befe2-5c54-48a8-872e-562f55e81803,3,PHOTOVOLTAIK,TECHNOLOGY,"Photovoltaik (photovoltaics) is a renewable electricity generation technology and the core technology for decentralized power generation in Austria, identified as a key and essential pillar for the country’s electricity supply, decarbonization goals, and the achievement of energy and climate neutrality targets. Photovoltaics is central to Austria’s energy transformation and energy transition, with increasing shares in electricity supply and a pivotal role in achieving national and EU climate objectives. The technology is the main focus of expansion targets, regulatory measures, quality assurance, and market support, with current and future deployment metrics and policy targets discussed for Austria. Photovoltaics is referenced throughout relevant documents as a major component in renewable energy generation, grid integration, and strategic energy objectives for Austria.","['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'
 '50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72'
 '50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e'
 'f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'
 '06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'
 '41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'
 '6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302'
 '2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'
 'dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'
 '05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'
 '6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a']",11,85
088462df-f13e-4688-9c21-aa19462d2726,4,PHOTOVOLTAIK-ANLAGE,TECHNOLOGY,Photovoltaic systems are installations used to generate electricity from solar energy; they are described as economically significant for affordable electricity in Austria.,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],1,2
959fab6f-9bc3-47e5-b64b-b24b28248625,5,ERNEUERBARE ENERGIEN,TECHNOLOGY,"Renewable energies (plural) are the set of energy carriers Austria aims to use to fully cover national electricity demand by 2030, as stated in the EAG objective.",['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],1,1
fac405b8-06d4-43da-b1fc-6e707fd0cade,6,ÖSTERREICHISCHE PHOTOVOLTAIK-STRATEGIE,POLICY,"The ""ÖSTERREICHISCHE PHOTOVOLTAIK-STRATEGIE"" (Austrian Photovoltaic Strategy) is a strategy policy for Austria that provides a framework for the expansion, market development, innovation, and social acceptance of photovoltaic (PV) technologies. It outlines framework conditions, targets, objectives, vision, measures, and strategic action fields for coordinated national PV expansion, and includes guidelines and directives for the optimal planning and support of technical, economic, regulatory, and social aspects of PV expansion. The strategy is described as a detailed planning document and a ""living"" document, intended to be adapted to changing developments, and is relevant to supporting national research, workforce development, and sector-wide strategic PV expansion up to 2040. Its implementation status is described as in force or ongoing in some sources, and as planned/issued or unknown in others.","['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'
 '50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e'
 'f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'
 '06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'
 '4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'
 '9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b'
 'dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'
 '05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'
 '6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'
 '7ae981575e185e2452d144d541d822b7725e27bc7dda501c9d8495719003ccb89584fe5e1ac83baa67ae4060497ae5e2536fae015a551dc8cdefa9b5aa17289b']",10,45
e6197e7a-7d11-4476-8441-1cc68b5bc6d5,7,KLIMANEUTRALITÄT IN ÖSTERREICH BIS 2040,TARGET,"KLIMANEUTRALITÄT IN ÖSTERREICH BIS 2040 is an official target for Austria to achieve climate neutrality at the national level by 2040, with no specific unit or target value stated in the supplied descriptions.","['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'
 '50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72']",2,4
2176c9e5-6769-48de-92c7-136057339dd2,8,100% BILANZIELL ERNEUERBARER STROMVERBRAUCH BIS 2030,TARGET,Target: nationally balanced renewable electricity consumption in Austria; Target value: 100; Unit: percent; Deadline: 2030; Geographic scope: Austria; Status: official; Source meaning: Austria plans to cover all national electricity consumption on a nationally balanced basis using renewable energy by 2030.,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],1,5
b4127834-2262-472f-b306-388900422cb1,9,PHOTOVOLTAIK-AUSBAUPOTENZIAL — 41 TWH BIS 2040,TARGET,Target: photovoltaic expansion potential; Target value: 41; Unit: TWh; Deadline: 2040; Geographic scope: Austria; Status: scenario/estimated potential; Source meaning: the ÖNIP identifies a PV expansion potential of 41 TWh in Austria by 2040.,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],1,2
